证券代码,证券简称,公司全称,上市日期
600000,浦发银行,上海浦东发展银行股份有限公司,1999-11-10
600004,白云机场,广州白云国际机场股份有限公司,2003-04-28
600006,东风汽车,东风汽车股份有限公司,1999-07-27
600007,中国国贸,中国国际贸易中心股份有限公司,1999-03-12
600008,首创环保,北京首创生态环保集团股份有限公司,2000-04-27
600009,上海机场,上海国际机场股份有限公司,1998-02-18
600010,包钢股份,内蒙古包钢钢联股份有限公司,2001-03-09
600011,华能国际,华能国际电力股份有限公司,2001-12-06
600012,皖通高速,安徽皖通高速公路股份有限公司,2003-01-07
600015,华夏银行,华夏银行股份有限公司,2003-09-12
600016,XD民生银,中国民生银行股份有限公司,2000-12-19
600017,日照港,日照港股份有限公司,2006-10-17
600018,上港集团,上海国际港务(集团)股份有限公司,2000-07-19
600019,宝钢股份,宝山钢铁股份有限公司,2000-12-12
600020,中原高速,河南中原高速公路股份有限公司,2003-08-08
600021,上海电力,上海电力股份有限公司,2003-10-29
600022,山东钢铁,山东钢铁股份有限公司,2004-06-29
600023,浙能电力,浙江浙能电力股份有限公司,2013-12-19
600025,华能水电,华能澜沧江水电股份有限公司,2017-12-15
600026,中远海能,中远海运能源运输股份有限公司,2002-05-23
600027,华电国际,华电国际电力股份有限公司,2005-02-03
600028,中国石化,中国石油化工股份有限公司,2001-08-08
600029,南方航空,中国南方航空股份有限公司,2003-07-25
600030,中信证券,中信证券股份有限公司,2003-01-06
600031,三一重工,三一重工股份有限公司,2003-07-03
600032,浙江新能,浙江省新能源投资集团股份有限公司,2021-05-25
600033,福建高速,福建发展高速公路股份有限公司,2001-02-09
600035,楚天高速,湖北楚天智能交通股份有限公司,2004-03-10
600036,招商银行,招商银行股份有限公司,2002-04-09
600037,歌华有线,北京歌华有线电视网络股份有限公司,2001-02-08
600038,中直股份,中航直升机股份有限公司,2000-12-18
600039,四川路桥,四川路桥建设集团股份有限公司,2003-03-25
600048,保利发展,保利发展控股集团股份有限公司,2006-07-31
600050,中国联通,中国联合网络通信股份有限公司,2002-10-09
600051,宁波联合,宁波联合集团股份有限公司,1997-04-10
600052,东望时代,浙江东望时代科技股份有限公司,1997-04-15
600053,九鼎投资,昆吾九鼎投资控股股份有限公司,1997-04-18
600054,黄山旅游,黄山旅游发展股份有限公司,1997-05-06
600055,万东医疗,北京万东医疗科技股份有限公司,1997-05-19
600056,中国医药,中国医药健康产业股份有限公司,1997-05-15
600057,厦门象屿,厦门象屿股份有限公司,1997-06-04
600058,五矿发展,五矿发展股份有限公司,1997-05-28
600059,古越龙山,浙江古越龙山绍兴酒股份有限公司,1997-05-16
600060,海信视像,海信视像科技股份有限公司,1997-04-22
600061,国投资本,国投资本股份有限公司,1997-05-19
600062,华润双鹤,华润双鹤药业股份有限公司,1997-05-22
600063,皖维高新,安徽皖维高新材料股份有限公司,1997-05-28
600064,南京高科,南京高科股份有限公司,1997-05-06
600066,宇通客车,宇通客车股份有限公司,1997-05-08
600067,冠城大通,冠城大通股份有限公司,1997-05-08
600070,ST富润,浙江富润数字科技股份有限公司,1997-06-04
600071,凤凰光学,凤凰光学股份有限公司,1997-05-28
600072,中船科技,中船科技股份有限公司,1997-06-03
600073,上海梅林,上海梅林正广和股份有限公司,1997-07-04
600075,新疆天业,新疆天业股份有限公司,1997-06-17
600076,康欣新材,康欣新材料股份有限公司,1997-05-26
600077,*ST宋都,宋都基业投资股份有限公司,1997-05-20
600078,ST澄星,江苏澄星磷化工股份有限公司,1997-06-27
600079,人福医药,人福医药集团股份公司,1997-06-06
600080,金花股份,金花企业(集团)股份有限公司,1997-06-12
600081,东风科技,东风电子科技股份有限公司,1997-07-03
600082,海泰发展,天津海泰科技发展股份有限公司,1997-06-20
600083,博信股份,江苏博信投资控股股份有限公司,1997-06-06
600084,中葡股份,中信国安葡萄酒业股份有限公司,1997-07-11
600085,同仁堂,北京同仁堂股份有限公司,1997-06-25
600088,中视传媒,中视传媒股份有限公司,1997-06-16
600089,特变电工,特变电工股份有限公司,1997-06-18
600094,大名城,上海大名城企业股份有限公司,1997-07-03
600095,湘财股份,湘财股份有限公司,1997-07-08
600096,云天化,云南云天化股份有限公司,1997-07-09
600097,开创国际,上海开创国际海洋资源股份有限公司,1997-06-19
600098,广州发展,广州发展集团股份有限公司,1997-07-18
600099,林海股份,林海股份有限公司,1997-07-04
600100,同方股份,同方股份有限公司,1997-06-27
600101,明星电力,四川明星电力股份有限公司,1997-06-27
600103,青山纸业,福建省青山纸业股份有限公司,1997-07-03
600104,上汽集团,上海汽车集团股份有限公司,1997-11-25
600105,永鼎股份,江苏永鼎股份有限公司,1997-09-29
600106,重庆路桥,重庆路桥股份有限公司,1997-06-18
600107,美尔雅,湖北美尔雅股份有限公司,1997-11-06
600108,亚盛集团,甘肃亚盛实业(集团)股份有限公司,1997-08-18
600109,国金证券,国金证券股份有限公司,1997-08-07
600110,诺德股份,诺德新材料股份有限公司,1997-10-07
600111,北方稀土,中国北方稀土(集团)高科技股份有限公司,1997-09-24
600112,ST天成,贵州长征天成控股股份有限公司,1997-11-27
600113,浙江东日,浙江东日股份有限公司,1997-10-21
600114,东睦股份,东睦新材料集团股份有限公司,2004-05-11
600115,中国东航,中国东方航空股份有限公司,1997-11-05
600116,三峡水利,重庆三峡水利电力(集团)股份有限公司,1997-08-04
600117,*ST西钢,西宁特殊钢股份有限公司,1997-10-15
600118,中国卫星,中国东方红卫星股份有限公司,1997-09-08
600119,长江投资,长发集团长江投资实业股份有限公司,1998-01-15
600120,浙江东方,浙江东方金融控股集团股份有限公司,1997-12-01
600121,郑州煤电,郑州煤电股份有限公司,1998-01-07
600122,*ST宏图,江苏宏图高科技股份有限公司,1998-04-20
600123,兰花科创,山西兰花科技创业股份有限公司,1998-12-17
600125,铁龙物流,中铁铁龙集装箱物流股份有限公司,1998-05-11
600126,杭钢股份,杭州钢铁股份有限公司,1998-03-11
600127,金健米业,金健米业股份有限公司,1998-05-06
600128,弘业股份,江苏弘业股份有限公司,1997-09-01
600129,太极集团,重庆太极实业(集团)股份有限公司,1997-11-18
600130,波导股份,宁波波导股份有限公司,2000-07-06
600131,国网信通,国网信息通信股份有限公司,1998-04-02
600132,重庆啤酒,重庆啤酒股份有限公司,1997-10-30
600133,XD东湖高,武汉东湖高新集团股份有限公司,1998-02-12
600135,乐凯胶片,乐凯胶片股份有限公司,1998-01-22
600136,*ST明诚,武汉当代明诚文化体育集团股份有限公司,1998-03-03
600137,浪莎股份,四川浪莎控股股份有限公司,1998-04-16
600138,中青旅,中青旅控股股份有限公司,1997-12-03
600141,兴发集团,湖北兴发化工集团股份有限公司,1999-06-16
600143,金发科技,金发科技股份有限公司,2004-06-23
600148,长春一东,长春一东离合器股份有限公司,1998-05-20
600149,廊坊发展,廊坊发展股份有限公司,1999-10-14
600150,中国船舶,中国船舶工业股份有限公司,1998-05-20
600151,航天机电,上海航天汽车机电股份有限公司,1998-06-05
600152,维科技术,维科技术股份有限公司,1998-06-09
600153,建发股份,厦门建发股份有限公司,1998-06-16
600155,华创云信,华创云信数字技术股份有限公司,1998-09-18
600156,华升股份,湖南华升股份有限公司,1998-05-27
600157,永泰能源,永泰能源集团股份有限公司,1998-05-13
600158,中体产业,中体产业集团股份有限公司,1998-03-27
600159,大龙地产,北京市大龙伟业房地产开发股份有限公司,1998-05-26
600160,巨化股份,浙江巨化股份有限公司,1998-06-26
600161,天坛生物,北京天坛生物制品股份有限公司,1998-06-16
600162,香江控股,深圳香江控股股份有限公司,1998-06-09
600163,中闽能源,中闽能源股份有限公司,1998-06-02
600165,宁科生物,宁夏中科生物科技股份有限公司,1998-05-29
600166,福田汽车,北汽福田汽车股份有限公司,1998-06-02
600167,联美控股,联美量子股份有限公司,1999-01-28
600168,武汉控股,武汉三镇实业控股股份有限公司,1998-04-27
600169,太原重工,太原重工股份有限公司,1998-09-04
600170,上海建工,上海建工集团股份有限公司,1998-06-23
600171,上海贝岭,上海贝岭股份有限公司,1998-09-24
600172,黄河旋风,河南黄河旋风股份有限公司,1998-11-26
600173,卧龙地产,卧龙资源集团股份有限公司,1999-04-15
600176,中国巨石,中国巨石股份有限公司,1999-04-22
600177,雅戈尔,雅戈尔集团股份有限公司,1998-11-19
600178,东安动力,哈尔滨东安汽车动力股份有限公司,1998-10-14
600179,安通控股,安通控股股份有限公司,1998-11-04
600180,瑞茂通,瑞茂通供应链管理股份有限公司,1998-07-03
600182,S佳通,佳通轮胎股份有限公司,1999-05-07
600183,生益科技,广东生益科技股份有限公司,1998-10-28
600184,光电股份,北方光电股份有限公司,2003-11-06
600185,格力地产,格力地产股份有限公司,1999-06-11
600186,莲花健康,莲花健康产业集团股份有限公司,1998-08-25
600187,国中水务,黑龙江国中水务股份有限公司,1998-11-11
600188,兖矿能源,兖矿能源集团股份有限公司,1998-07-01
600189,泉阳泉,吉林泉阳泉股份有限公司,1998-10-07
600190,锦州港,锦州港股份有限公司,1999-06-09
600191,华资实业,包头华资实业股份有限公司,1998-12-10
600192,长城电工,兰州长城电工股份有限公司,1998-12-24
600193,创兴资源,上海创兴资源开发股份有限公司,1999-05-27
600195,中牧股份,中牧实业股份有限公司,1999-01-07
600196,复星医药,上海复星医药(集团)股份有限公司,1998-08-07
600197,伊力特,新疆伊力特实业股份有限公司,1999-09-16
600198,大唐电信,大唐电信科技股份有限公司,1998-10-21
600199,金种子酒,安徽金种子酒业股份有限公司,1998-08-12
600200,江苏吴中,江苏吴中医药发展股份有限公司,1999-04-01
600201,生物股份,金宇生物技术股份有限公司,1999-01-15
600202,哈空调,哈尔滨空调股份有限公司,1999-06-03
600203,福日电子,福建福日电子股份有限公司,1999-05-14
600206,有研新材,有研新材料股份有限公司,1999-03-19
600207,安彩高科,河南安彩高科股份有限公司,1999-07-14
600208,新湖中宝,新湖中宝股份有限公司,1999-06-23
600210,紫江企业,上海紫江企业集团股份有限公司,1999-08-24
600211,西藏药业,西藏诺迪康药业股份有限公司,1999-07-21
600212,绿能慧充,绿能慧充数字能源技术股份有限公司,1999-08-17
600213,亚星客车,扬州亚星客车股份有限公司,1999-08-31
600215,派斯林,派斯林数字科技股份有限公司,1999-09-09
600216,浙江医药,浙江医药股份有限公司,1999-10-21
600217,中再资环,中再资源环境股份有限公司,1999-12-16
600218,全柴动力,安徽全柴动力股份有限公司,1998-12-03
600219,南山铝业,山东南山铝业股份有限公司,1999-12-23
600220,江苏阳光,江苏阳光股份有限公司,1999-09-27
600221,海航控股,海南航空控股股份有限公司,1999-11-25
600222,太龙药业,河南太龙药业股份有限公司,1999-11-05
600223,福瑞达,鲁商福瑞达医药股份有限公司,2000-01-13
600225,卓朗科技,天津卓朗信息科技股份有限公司,2000-01-27
600226,瀚叶股份,浙江瀚叶股份有限公司,1999-11-16
600227,赤天化,贵州赤天化股份有限公司,2000-02-21
600228,返利科技,返利网数字科技股份有限公司,1999-01-19
600229,城市传媒,青岛城市传媒股份有限公司,2000-03-09
600230,沧州大化,沧州大化股份有限公司,2000-04-06
600231,凌钢股份,凌源钢铁股份有限公司,2000-05-11
600232,金鹰股份,浙江金鹰股份有限公司,2000-06-02
600233,圆通速递,圆通速递股份有限公司,2000-06-08
600234,科新发展,山西科新发展股份有限公司,2000-06-15
600235,民丰特纸,民丰特种纸股份有限公司,2000-06-15
600236,桂冠电力,广西桂冠电力股份有限公司,2000-03-23
600237,铜峰电子,安徽铜峰电子股份有限公司,2000-06-09
600238,海南椰岛,海南椰岛(集团)股份有限公司,2000-01-20
600239,云南城投,云南城投置业股份有限公司,1999-12-02
600241,时代万恒,辽宁时代万恒股份有限公司,2000-11-28
600242,退市中昌,中昌大数据股份有限公司,2000-12-07
600243,青海华鼎,青海华鼎实业股份有限公司,2000-11-20
600246,万通发展,北京万通新发展集团股份有限公司,2000-09-22
600248,陕建股份,陕西建工集团股份有限公司,2000-06-22
600249,两面针,柳州两面针股份有限公司,2004-01-30
600250,南纺股份,南京纺织品进出口股份有限公司,2001-03-06
600251,冠农股份,新疆冠农股份有限公司,2003-06-09
600252,中恒集团,广西梧州中恒集团股份有限公司,2000-11-30
600255,鑫科材料,安徽鑫科新材料股份有限公司,2000-11-22
600256,广汇能源,广汇能源股份有限公司,2000-05-26
600257,大湖股份,大湖水殖股份有限公司,2000-06-12
600258,首旅酒店,北京首旅酒店(集团)股份有限公司,2000-06-01
600259,广晟有色,广晟有色金属股份有限公司,2000-05-25
600261,阳光照明,浙江阳光照明电器集团股份有限公司,2000-07-20
600262,北方股份,内蒙古北方重型汽车股份有限公司,2000-06-30
600265,ST景谷,云南景谷林业股份有限公司,2000-08-25
600266,城建发展,北京城建投资发展股份有限公司,1999-02-03
600267,海正药业,浙江海正药业股份有限公司,2000-07-25
600268,国电南自,国电南京自动化股份有限公司,1999-11-18
600269,赣粤高速,江西赣粤高速公路股份有限公司,2000-05-18
600271,XD航天信,航天信息股份有限公司,2003-07-11
600272,开开实业,上海开开实业股份有限公司,2001-02-28
600273,嘉化能源,浙江嘉化能源化工股份有限公司,2003-06-27
600276,恒瑞医药,江苏恒瑞医药股份有限公司,2000-10-18
600277,亿利洁能,亿利洁能股份有限公司,2000-07-25
600278,东方创业,东方国际创业股份有限公司,2000-07-12
600279,重庆港,重庆港股份有限公司,2000-07-31
600280,中央商场,南京中央商场(集团)股份有限公司,2000-09-26
600281,华阳新材,山西华阳新材料股份有限公司,2000-11-09
600282,南钢股份,南京钢铁股份有限公司,2000-09-19
600283,钱江水利,钱江水利开发股份有限公司,2000-10-18
600284,浦东建设,上海浦东建设股份有限公司,2004-03-16
600285,羚锐制药,河南羚锐制药股份有限公司,2000-10-18
600287,江苏舜天,江苏舜天股份有限公司,2000-09-01
600288,大恒科技,大恒新纪元科技股份有限公司,2000-11-29
600289,ST信通,亿阳信通股份有限公司,2000-07-20
600290,*ST华仪,华仪电气股份有限公司,2000-11-06
600292,远达环保,国家电投集团远达环保股份有限公司,2000-11-01
600293,三峡新材,湖北三峡新型建材股份有限公司,2000-09-19
600295,鄂尔多斯,内蒙古鄂尔多斯资源股份有限公司,2001-04-26
600297,广汇汽车,广汇汽车服务集团股份公司,2000-11-16
600298,安琪酵母,安琪酵母股份有限公司,2000-08-18
600299,安迪苏,蓝星安迪苏股份有限公司,2000-04-20
600300,维维股份,维维食品饮料股份有限公司,2000-06-30
600301,华锡有色,广西华锡有色金属股份有限公司,2000-07-12
600302,标准股份,西安标准工业股份有限公司,2000-12-13
600303,ST曙光,辽宁曙光汽车集团股份有限公司,2000-12-26
600305,恒顺醋业,江苏恒顺醋业股份有限公司,2001-02-06
600306,*ST商城,沈阳商业城股份有限公司,2000-12-26
600307,酒钢宏兴,甘肃酒钢集团宏兴钢铁股份有限公司,2000-12-20
600308,华泰股份,山东华泰纸业股份有限公司,2000-09-28
600309,万华化学,万华化学集团股份有限公司,2001-01-05
600310,桂东电力,广西能源股份有限公司,2001-02-28
600312,平高电气,河南平高电气股份有限公司,2001-02-21
600313,农发种业,中农发种业集团股份有限公司,2001-01-19
600315,上海家化,上海家化联合股份有限公司,2001-03-15
600316,洪都航空,江西洪都航空工业股份有限公司,2000-12-15
600318,新力金融,安徽新力金融股份有限公司,2000-12-08
600319,亚星化学,潍坊亚星化学股份有限公司,2001-03-26
600320,振华重工,上海振华重工(集团)股份有限公司,2000-12-21
600321,正源股份,正源控股股份有限公司,2001-05-24
600322,天房发展,天津市房地产发展(集团)股份有限公司,2001-09-10
600323,瀚蓝环境,瀚蓝环境股份有限公司,2000-12-25
600325,华发股份,珠海华发实业股份有限公司,2004-02-25
600326,西藏天路,西藏天路股份有限公司,2001-01-16
600327,大东方,无锡商业大厦大东方股份有限公司,2002-06-25
600328,中盐化工,中盐内蒙古化工股份有限公司,2000-12-22
600329,达仁堂,津药达仁堂集团股份有限公司,2001-06-06
600330,天通股份,天通控股股份有限公司,2001-01-18
600331,宏达股份,四川宏达股份有限公司,2001-12-20
600332,白云山,广州白云山医药集团股份有限公司,2001-02-06
600333,长春燃气,长春燃气股份有限公司,2000-12-11
600335,国机汽车,国机汽车股份有限公司,2001-03-05
600336,澳柯玛,澳柯玛股份有限公司,2000-12-29
600337,美克家居,美克国际家居用品股份有限公司,2000-11-27
600338,西藏珠峰,西藏珠峰资源股份有限公司,2000-12-27
600339,中油工程,中国石油集团工程股份有限公司,2000-12-25
600340,华夏幸福,华夏幸福基业股份有限公司,2003-12-30
600343,航天动力,陕西航天动力高科技股份有限公司,2003-04-08
600345,长江通信,武汉长江通信产业集团股份有限公司,2000-12-22
600346,恒力石化,恒力石化股份有限公司,2001-08-20
600348,华阳股份,山西华阳集团新能股份有限公司,2003-08-21
600350,山东高速,山东高速股份有限公司,2002-03-18
600351,亚宝药业,亚宝药业集团股份有限公司,2002-09-26
600352,浙江龙盛,浙江龙盛集团股份有限公司,2003-08-01
600353,旭光电子,成都旭光电子股份有限公司,2002-11-20
600354,敦煌种业,甘肃省敦煌种业集团股份有限公司,2004-01-15
600355,精伦电子,精伦电子股份有限公司,2002-06-13
600356,恒丰纸业,牡丹江恒丰纸业股份有限公司,2001-04-19
600358,国旅联合,国旅文化投资集团股份有限公司,2000-09-22
600359,新农开发,新疆塔里木农业综合开发股份有限公司,1999-04-29
600360,华微电子,吉林华微电子股份有限公司,2001-03-16
600361,创新新材,创新新材料科技股份有限公司,2001-11-29
600362,江西铜业,江西铜业股份有限公司,2002-01-11
600363,XD联创光,江西联创光电科技股份有限公司,2001-03-29
600365,ST通葡,通化葡萄酒股份有限公司,2001-01-15
600366,宁波韵升,宁波韵升股份有限公司,2000-10-30
600367,红星发展,贵州红星发展股份有限公司,2001-03-20
600368,五洲交通,广西五洲交通股份有限公司,2000-12-21
600369,西南证券,西南证券股份有限公司,2001-01-09
600370,三房巷,江苏三房巷聚材股份有限公司,2003-03-06
600371,万向德农,万向德农股份有限公司,2002-09-16
600372,中航电子,中航航空电子系统股份有限公司,2001-07-06
600373,中文传媒,中文天地出版传媒集团股份有限公司,2002-03-04
600375,汉马科技,汉马科技集团股份有限公司,2003-04-01
600376,首开股份,北京首都开发股份有限公司,2001-03-12
600377,宁沪高速,江苏宁沪高速公路股份有限公司,2001-01-16
600378,昊华科技,昊华化工科技集团股份有限公司,2001-01-11
600379,宝光股份,陕西宝光真空电器股份有限公司,2002-01-16
600380,健康元,健康元药业集团股份有限公司,2001-06-08
600381,青海春天,青海春天药用资源科技股份有限公司,2001-05-08
600382,广东明珠,广东明珠集团股份有限公司,2001-01-18
600383,金地集团,金地(集团)股份有限公司,2001-04-12
600386,北巴传媒,北京巴士传媒股份有限公司,2001-02-16
600387,ST海越,海越能源集团股份有限公司,2004-02-18
600388,ST龙净,福建龙净环保股份有限公司,2000-12-29
600389,江山股份,南通江山农药化工股份有限公司,2001-01-10
600390,五矿资本,五矿资本股份有限公司,2001-01-15
600391,航发科技,中国航发航空科技股份有限公司,2001-12-12
600392,盛和资源,盛和资源控股股份有限公司,2003-05-29
600393,ST粤泰,广州粤泰集团股份有限公司,2001-03-19
600395,盘江股份,贵州盘江精煤股份有限公司,2001-05-31
600396,*ST金山,沈阳金山能源股份有限公司,2001-03-28
600397,安源煤业,安源煤业集团股份有限公司,2002-07-02
600398,海澜之家,海澜之家集团股份有限公司,2000-12-28
600399,抚顺特钢,抚顺特殊钢股份有限公司,2000-12-29
600400,红豆股份,江苏红豆实业股份有限公司,2001-01-08
600403,大有能源,河南大有能源股份有限公司,2003-10-09
600405,动力源,北京动力源科技股份有限公司,2004-04-01
600406,国电南瑞,国电南瑞科技股份有限公司,2003-10-16
600408,安泰集团,山西安泰集团股份有限公司,2003-02-12
600409,三友化工,唐山三友化工股份有限公司,2003-06-18
600410,华胜天成,北京华胜天成科技股份有限公司,2004-04-27
600415,小商品城,浙江中国小商品城集团股份有限公司,2002-05-09
600416,湘电股份,湘潭电机股份有限公司,2002-07-18
600418,江淮汽车,安徽江淮汽车集团股份有限公司,2001-08-24
600419,天润乳业,新疆天润乳业股份有限公司,2001-06-28
600420,国药现代,上海现代制药股份有限公司,2004-06-16
600421,华嵘控股,湖北华嵘控股股份有限公司,2004-06-07
600422,昆药集团,昆药集团股份有限公司,2000-12-06
600423,柳化股份,柳州化工股份有限公司,2003-07-17
600425,青松建化,新疆青松建材化工(集团)股份有限公司,2003-07-24
600426,华鲁恒升,山东华鲁恒升化工股份有限公司,2002-06-20
600428,中远海特,中远海运特种运输股份有限公司,2002-04-18
600429,三元股份,北京三元食品股份有限公司,2003-09-15
600433,冠豪高新,广东冠豪高新技术股份有限公司,2003-06-19
600435,北方导航,北方导航控制技术股份有限公司,2003-07-04
600436,片仔癀,漳州片仔癀药业股份有限公司,2003-06-16
600438,通威股份,通威股份有限公司,2004-03-02
600439,瑞贝卡,河南瑞贝卡发制品股份有限公司,2003-07-10
600444,国机通用,国机通用机械科技股份有限公司,2004-02-19
600446,金证股份,深圳市金证科技股份有限公司,2003-12-24
600448,华纺股份,华纺股份有限公司,2001-09-03
600449,宁夏建材,宁夏建材集团股份有限公司,2003-08-29
600452,涪陵电力,重庆涪陵电力实业股份有限公司,2004-03-03
600455,博通股份,西安博通资讯股份有限公司,2004-03-29
600456,宝钛股份,宝鸡钛业股份有限公司,2002-04-12
600458,XD时代新,株洲时代新材料科技股份有限公司,2002-12-19
600459,贵研铂业,贵研铂业股份有限公司,2003-05-16
600460,士兰微,杭州士兰微电子股份有限公司,2003-03-11
600461,洪城环境,江西洪城环境股份有限公司,2004-06-01
600462,ST九有,湖北九有投资股份有限公司,2003-09-03
600463,空港股份,北京空港科技园区股份有限公司,2004-03-18
600467,好当家,山东好当家海洋发展股份有限公司,2004-04-05
600468,百利电气,天津百利特精电气股份有限公司,2001-06-15
600469,风神股份,风神轮胎股份有限公司,2003-10-21
600470,六国化工,安徽六国化工股份有限公司,2004-03-05
600475,华光环能,无锡华光环保能源集团股份有限公司,2003-07-21
600476,湘邮科技,湖南湘邮科技股份有限公司,2003-12-10
600477,杭萧钢构,杭萧钢构股份有限公司,2003-11-10
600478,科力远,湖南科力远新能源股份有限公司,2003-09-18
600479,千金药业,株洲千金药业股份有限公司,2004-03-12
600480,凌云股份,凌云工业股份有限公司,2003-08-15
600481,双良节能,双良节能系统股份有限公司,2003-04-22
600482,中国动力,中国船舶重工集团动力股份有限公司,2004-07-14
600483,福能股份,福建福能股份有限公司,2004-05-31
600486,扬农化工,江苏扬农化工股份有限公司,2002-04-25
600487,亨通光电,江苏亨通光电股份有限公司,2003-08-22
600488,津药药业,津药药业股份有限公司,2001-06-18
600489,中金黄金,中金黄金股份有限公司,2003-08-14
600490,鹏欣资源,鹏欣环球资源股份有限公司,2003-06-26
600491,龙元建设,龙元建设集团股份有限公司,2004-05-24
600493,凤竹纺织,福建凤竹纺织科技股份有限公司,2004-04-21
600495,晋西车轴,晋西车轴股份有限公司,2004-05-26
600496,精工钢构,长江精工钢结构(集团)股份有限公司,2002-06-05
600497,驰宏锌锗,云南驰宏锌锗股份有限公司,2004-04-20
600498,烽火通信,烽火通信科技股份有限公司,2001-08-23
600499,科达制造,科达制造股份有限公司,2002-10-10
600500,中化国际,中化国际(控股)股份有限公司,2000-03-01
600501,航天晨光,航天晨光股份有限公司,2001-06-15
600502,安徽建工,安徽建工集团股份有限公司,2003-04-15
600503,华丽家族,华丽家族股份有限公司,2002-07-09
600505,西昌电力,四川西昌电力股份有限公司,2002-05-30
600506,统一股份,统一低碳科技(新疆)股份有限公司,2001-12-26
600507,方大特钢,方大特钢科技股份有限公司,2003-09-30
600508,上海能源,上海大屯能源股份有限公司,2001-08-29
600509,天富能源,新疆天富能源股份有限公司,2002-02-28
600510,黑牡丹,黑牡丹(集团)股份有限公司,2002-06-18
600511,国药股份,国药集团药业股份有限公司,2002-11-27
600512,腾达建设,腾达建设集团股份有限公司,2002-12-26
600513,联环药业,江苏联环药业股份有限公司,2003-03-19
600515,海南机场,海南机场设施股份有限公司,2002-08-06
600516,方大炭素,方大炭素新材料科技股份有限公司,2002-08-30
600517,国网英大,国网英大股份有限公司,2003-10-10
600518,ST康美,康美药业股份有限公司,2001-03-19
600519,贵州茅台,贵州茅台酒股份有限公司,2001-08-27
600520,文一科技,文一三佳科技股份有限公司,2002-01-08
600521,华海药业,浙江华海药业股份有限公司,2003-03-04
600522,中天科技,江苏中天科技股份有限公司,2002-10-24
600523,贵航股份,贵州贵航汽车零部件股份有限公司,2001-12-27
600525,长园集团,长园科技集团股份有限公司,2002-12-02
600526,菲达环保,浙江菲达环保科技股份有限公司,2002-07-22
600527,江南高纤,江苏江南高纤股份有限公司,2003-11-27
600528,中铁工业,中铁高新工业股份有限公司,2001-05-28
600529,山东药玻,山东省药用玻璃股份有限公司,2002-06-03
600530,交大昂立,上海交大昂立股份有限公司,2001-07-02
600531,豫光金铅,河南豫光金铅股份有限公司,2002-07-30
600532,退市未来,上海智汇未来医疗服务股份有限公司,2002-10-31
600533,栖霞建设,南京栖霞建设股份有限公司,2002-03-28
600535,天士力,天士力医药集团股份有限公司,2002-08-23
600536,中国软件,中国软件与技术服务股份有限公司,2002-05-17
600537,亿晶光电,亿晶光电科技股份有限公司,2003-01-23
600538,国发股份,北海国发川山生物股份有限公司,2003-01-14
600539,狮头股份,狮头科技发展股份有限公司,2001-08-24
600540,新赛股份,新疆赛里木现代农业股份有限公司,2004-01-07
600543,*ST莫高,甘肃莫高实业发展股份有限公司,2004-03-24
600545,卓郎智能,卓郎智能技术股份有限公司,2003-12-03
600546,山煤国际,山煤国际能源集团股份有限公司,2003-07-31
600547,山东黄金,山东黄金矿业股份有限公司,2003-08-28
