证券代码,证券简称,公司全称,上市日期
600548,深高速,深圳高速公路集团股份有限公司,2001-12-25
600549,厦门钨业,厦门钨业股份有限公司,2002-11-07
600550,保变电气,保定天威保变电气股份有限公司,2001-02-28
600551,时代出版,时代出版传媒股份有限公司,2002-09-05
600552,凯盛科技,凯盛科技股份有限公司,2002-11-08
600556,天下秀,天下秀数字科技(集团)股份有限公司,2001-08-07
600557,康缘药业,江苏康缘药业股份有限公司,2002-09-18
600558,大西洋,四川大西洋焊接材料股份有限公司,2001-02-27
600559,老白干酒,河北衡水老白干酒业股份有限公司,2002-10-29
600560,金自天正,北京金自天正智能控制股份有限公司,2002-09-19
600561,江西长运,江西长运股份有限公司,2002-07-16
600562,国睿科技,国睿科技股份有限公司,2003-01-28
600563,法拉电子,厦门法拉电子股份有限公司,2002-12-10
600565,迪马股份,重庆市迪马实业股份有限公司,2002-07-23
600566,济川药业,湖北济川药业股份有限公司,2001-08-22
600567,山鹰国际,山鹰国际控股股份公司,2001-12-18
600568,ST中珠,中珠医疗控股股份有限公司,2001-05-18
600569,安阳钢铁,安阳钢铁股份有限公司,2001-08-20
600570,恒生电子,恒生电子股份有限公司,2003-12-16
600571,信雅达,信雅达科技股份有限公司,2002-11-01
600572,康恩贝,浙江康恩贝制药股份有限公司,2004-04-12
600573,惠泉啤酒,福建省燕京惠泉啤酒股份有限公司,2003-02-26
600575,淮河能源,淮河能源(集团)股份有限公司,2003-03-28
600576,祥源文旅,浙江祥源文旅股份有限公司,2003-02-20
600577,精达股份,铜陵精达特种电磁线股份有限公司,2002-09-11
600578,京能电力,北京京能电力股份有限公司,2002-05-10
600579,克劳斯,克劳斯玛菲股份有限公司,2002-08-09
600580,卧龙电驱,卧龙电气驱动集团股份有限公司,2002-06-06
600581,八一钢铁,新疆八一钢铁股份有限公司,2002-08-16
600582,天地科技,天地科技股份有限公司,2002-05-15
600583,海油工程,海洋石油工程股份有限公司,2002-02-05
600584,长电科技,江苏长电科技股份有限公司,2003-06-03
600585,海螺水泥,安徽海螺水泥股份有限公司,2002-02-07
600586,金晶科技,山东金晶科技股份有限公司,2002-08-15
600587,新华医疗,山东新华医疗器械股份有限公司,2002-09-27
600588,用友网络,用友网络科技股份有限公司,2001-05-18
600589,*ST榕泰,广东榕泰实业股份有限公司,2001-06-12
600590,泰豪科技,泰豪科技股份有限公司,2002-07-03
600592,龙溪股份,福建龙溪轴承(集团)股份有限公司,2002-08-05
600593,大连圣亚,大连圣亚旅游控股股份有限公司,2002-07-11
600594,益佰制药,贵州益佰制药股份有限公司,2004-03-23
600595,中孚实业,河南中孚实业股份有限公司,2002-06-26
600596,新安股份,浙江新安化工集团股份有限公司,2001-09-06
600597,光明乳业,光明乳业股份有限公司,2002-08-28
600598,北大荒,黑龙江北大荒农业股份有限公司,2002-03-29
600599,ST熊猫,熊猫金控股份有限公司,2001-08-28
600600,青岛啤酒,青岛啤酒股份有限公司,1993-08-27
600601,方正科技,方正科技集团股份有限公司,1990-12-19
600602,云赛智联,云赛智联股份有限公司,1990-12-19
600603,广汇物流,广汇物流股份有限公司,1992-01-13
600604,市北高新,上海市北高新股份有限公司,1992-03-27
600605,汇通能源,上海汇通能源股份有限公司,1992-03-27
600606,绿地控股,绿地控股集团股份有限公司,1992-03-27
600608,ST沪科,上海宽频科技股份有限公司,1992-03-27
600609,金杯汽车,金杯汽车股份有限公司,1992-07-24
600610,中毅达,贵州中毅达股份有限公司,1992-08-05
600611,大众交通,大众交通(集团)股份有限公司,1992-08-07
600612,老凤祥,老凤祥股份有限公司,1992-08-14
600613,神奇制药,上海神奇制药投资管理股份有限公司,1992-08-20
600615,丰华股份,重庆丰华(集团)股份有限公司,1992-09-10
600616,金枫酒业,上海金枫酒业股份有限公司,1992-09-29
600617,国新能源,山西省国新能源股份有限公司,1992-10-13
600618,氯碱化工,上海氯碱化工股份有限公司,1992-11-13
600619,海立股份,上海海立(集团)股份有限公司,1992-11-16
600620,天宸股份,上海市天宸股份有限公司,1992-11-17
600621,华鑫股份,上海华鑫股份有限公司,1992-12-02
600622,光大嘉宝,光大嘉宝股份有限公司,1992-12-03
600623,华谊集团,上海华谊集团股份有限公司,1992-12-04
600624,复旦复华,上海复旦复华科技股份有限公司,1993-01-05
600626,申达股份,上海申达股份有限公司,1993-01-07
600628,新世界,上海新世界股份有限公司,1993-01-19
600629,华建集团,华东建筑集团股份有限公司,1993-02-09
600630,龙头股份,上海龙头(集团)股份有限公司,1993-02-09
600633,浙数文化,浙报数字文化集团股份有限公司,1993-03-04
600635,大众公用,上海大众公用事业(集团)股份有限公司,1993-03-04
600636,国新文化,国新文化控股股份有限公司,1993-03-16
600637,东方明珠,东方明珠新媒体股份有限公司,1993-03-16
600638,新黄浦,上海新黄浦实业集团股份有限公司,1993-03-26
600639,浦东金桥,上海金桥出口加工区开发股份有限公司,1993-03-26
600640,国脉文化,新国脉数字文化股份有限公司,1993-04-07
600641,万业企业,上海万业企业股份有限公司,1993-04-07
600642,申能股份,申能股份有限公司,1993-04-16
600643,爱建集团,上海爱建集团股份有限公司,1993-04-26
600644,乐山电力,乐山电力股份有限公司,1993-04-26
600645,中源协和,中源协和细胞基因工程股份有限公司,1993-05-04
600647,*ST同达,上海同达创业投资股份有限公司,1993-05-04
600648,外高桥,上海外高桥集团股份有限公司,1993-05-04
600649,城投控股,上海城投控股股份有限公司,1993-05-18
600650,锦江在线,上海锦江在线网络服务股份有限公司,1993-06-07
600651,飞乐音响,上海飞乐音响股份有限公司,1990-12-19
600653,申华控股,辽宁申华控股股份有限公司,1990-12-19
600654,ST中安,中安科股份有限公司,1990-12-19
600655,豫园股份,上海豫园旅游商城(集团)股份有限公司,1992-09-02
600657,信达地产,信达地产股份有限公司,1993-05-24
600658,电子城,北京电子城高科技集团股份有限公司,1993-05-24
600660,福耀玻璃,福耀玻璃工业集团股份有限公司,1993-06-10
600661,昂立教育,上海新南洋昂立教育科技股份有限公司,1993-06-14
600662,外服控股,上海外服控股集团股份有限公司,1993-06-14
600663,陆家嘴,上海陆家嘴金融贸易区开发股份有限公司,1993-06-28
600664,哈药股份,哈药集团股份有限公司,1993-06-29
600665,天地源,天地源股份有限公司,1993-07-09
600666,ST瑞德,奥瑞德光电股份有限公司,1993-07-12
600667,太极实业,无锡市太极实业股份有限公司,1993-07-28
600668,尖峰集团,浙江尖峰集团股份有限公司,1993-07-28
600671,*ST目药,杭州天目山药业股份有限公司,1993-08-23
600673,东阳光,广东东阳光科技控股股份有限公司,1993-09-17
600674,川投能源,四川川投能源股份有限公司,1993-09-24
600675,中华企业,中华企业股份有限公司,1993-09-24
600676,交运股份,上海交运集团股份有限公司,1993-09-28
600678,四川金顶,四川金顶(集团)股份有限公司,1993-10-08
600679,上海凤凰,上海凤凰企业(集团)股份有限公司,1993-10-08
600681,百川能源,百川能源股份有限公司,1993-10-18
600682,南京新百,南京新街口百货商店股份有限公司,1993-10-18
600683,京投发展,京投发展股份有限公司,1993-10-25
600684,珠江股份,广州珠江发展集团股份有限公司,1993-10-28
600685,中船防务,中船海洋与防务装备股份有限公司,1993-10-28
600686,金龙汽车,厦门金龙汽车集团股份有限公司,1993-11-08
600688,上海石化,中国石化上海石油化工股份有限公司,1993-11-08
600689,上海三毛,上海三毛企业(集团)股份有限公司,1993-11-08
600690,海尔智家,海尔智家股份有限公司,1993-11-19
600691,阳煤化工,阳煤化工股份有限公司,1993-11-19
600692,亚通股份,上海亚通股份有限公司,1993-11-19
600693,东百集团,福建东百集团股份有限公司,1993-11-22
600694,大商股份,大商股份有限公司,1993-11-22
600696,岩石股份,上海贵酒股份有限公司,1993-12-06
600697,欧亚集团,长春欧亚集团股份有限公司,1993-12-06
600698,湖南天雁,湖南天雁机械股份有限公司,1993-12-06
600699,均胜电子,宁波均胜电子股份有限公司,1993-12-06
600702,舍得酒业,舍得酒业股份有限公司,1996-05-24
600703,三安光电,三安光电股份有限公司,1996-05-28
600704,物产中大,物产中大集团股份有限公司,1996-06-06
600705,中航产融,中航工业产融控股股份有限公司,1996-05-16
600706,曲江文旅,西安曲江文化旅游股份有限公司,1996-05-16
600707,彩虹股份,彩虹显示器件股份有限公司,1996-05-20
600708,光明地产,光明房地产集团股份有限公司,1996-06-06
600710,苏美达,苏美达股份有限公司,1996-07-01
600711,盛屯矿业,盛屯矿业集团股份有限公司,1996-05-31
600712,南宁百货,南宁百货大楼股份有限公司,1996-06-26
600713,南京医药,南京医药股份有限公司,1996-07-01
600714,金瑞矿业,青海金瑞矿业发展股份有限公司,1996-06-06
600715,文投控股,文投控股股份有限公司,1996-07-01
600716,凤凰股份,江苏凤凰置业投资股份有限公司,1996-07-02
600717,天津港,天津港股份有限公司,1996-06-14
600718,东软集团,东软集团股份有限公司,1996-06-18
600719,大连热电,大连热电股份有限公司,1996-07-16
600720,祁连山,甘肃祁连山水泥集团股份有限公司,1996-07-16
600721,百花医药,新疆百花村医药集团股份有限公司,1996-06-26
600722,金牛化工,河北金牛化工股份有限公司,1996-06-26
600724,宁波富达,宁波富达股份有限公司,1996-07-16
600725,云维股份,云南云维股份有限公司,1996-07-02
600726,华电能源,华电能源股份有限公司,1996-07-01
600727,鲁北化工,山东鲁北化工股份有限公司,1996-07-02
600728,佳都科技,佳都科技集团股份有限公司,1996-07-16
600729,重庆百货,重庆百货大楼股份有限公司,1996-07-02
600730,中国高科,中国高科集团股份有限公司,1996-07-26
600731,湖南海利,湖南海利化工股份有限公司,1996-08-02
600732,爱旭股份,上海爱旭新能源股份有限公司,1996-08-16
600733,北汽蓝谷,北汽蓝谷新能源科技股份有限公司,1996-08-16
600734,ST实达,福建实达集团股份有限公司,1996-08-08
600735,新华锦,山东新华锦国际股份有限公司,1996-07-26
600736,苏州高新,苏州新区高新技术产业股份有限公司,1996-08-15
600737,中粮糖业,中粮糖业控股股份有限公司,1996-07-31
600738,丽尚国潮,兰州丽尚国潮实业集团股份有限公司,1996-08-02
600739,辽宁成大,辽宁成大股份有限公司,1996-08-19
600740,山西焦化,山西焦化股份有限公司,1996-08-08
600741,华域汽车,华域汽车系统股份有限公司,1996-08-26
600742,一汽富维,长春一汽富维汽车零部件股份有限公司,1996-08-26
600743,华远地产,华远地产股份有限公司,1996-09-09
600744,华银电力,大唐华银电力股份有限公司,1996-09-05
600745,闻泰科技,闻泰科技股份有限公司,1996-08-28
600746,江苏索普,江苏索普化工股份有限公司,1996-09-18
600748,上实发展,上海实业发展股份有限公司,1996-09-25
600749,西藏旅游,西藏旅游股份有限公司,1996-10-15
600750,江中药业,江中药业股份有限公司,1996-09-23
600751,海航科技,海航科技股份有限公司,1996-09-09
600753,庚星股份,庚星能源集团股份有限公司,1996-09-27
600754,锦江酒店,上海锦江国际酒店股份有限公司,1996-10-11
600755,厦门国贸,厦门国贸集团股份有限公司,1996-10-03
600756,浪潮软件,浪潮软件股份有限公司,1996-09-23
600757,长江传媒,长江出版传媒股份有限公司,1996-10-03
600758,辽宁能源,辽宁能源煤电产业股份有限公司,1996-10-29
600759,ST洲际,洲际油气股份有限公司,1996-10-08
600760,中航沈飞,中航沈飞股份有限公司,1996-10-11
600761,安徽合力,安徽合力股份有限公司,1996-10-09
600763,通策医疗,通策医疗股份有限公司,1996-10-30
600764,中国海防,中国船舶重工集团海洋防务与信息对抗股份有限公司,1996-11-04
600765,中航重机,中航重机股份有限公司,1996-11-06
600766,*ST园城,烟台园城黄金股份有限公司,1996-10-28
600767,退市运盛,运盛(成都)医疗科技股份有限公司,1996-11-15
600768,宁波富邦,宁波富邦精业集团股份有限公司,1996-11-11
600769,祥龙电业,武汉祥龙电业股份有限公司,1996-11-01
600770,综艺股份,江苏综艺股份有限公司,1996-11-20
600771,广誉远,广誉远中药股份有限公司,1996-11-05
600773,西藏城投,西藏城市发展投资股份有限公司,1996-11-08
600774,汉商集团,汉商集团股份有限公司,1996-11-08
600775,南京熊猫,南京熊猫电子股份有限公司,1996-11-18
600776,东方通信,东方通信股份有限公司,1996-11-26
600777,新潮能源,山东新潮能源股份有限公司,1996-11-21
600778,友好集团,新疆友好(集团)股份有限公司,1996-12-03
600779,水井坊,四川水井坊股份有限公司,1996-12-06
600780,通宝能源,山西通宝能源股份有限公司,1996-12-05
600781,退市辅仁,辅仁药业集团制药股份有限公司,1996-12-18
600782,新钢股份,新余钢铁股份有限公司,1996-12-25
600783,鲁信创投,鲁信创业投资集团股份有限公司,1996-12-25
600784,鲁银投资,鲁银投资集团股份有限公司,1996-12-25
600785,新华百货,银川新华百货商业集团股份有限公司,1997-01-08
600787,中储股份,中储发展股份有限公司,1997-01-21
600789,鲁抗医药,山东鲁抗医药股份有限公司,1997-02-26
600790,轻纺城,浙江中国轻纺城集团股份有限公司,1997-02-28
600791,京能置业,京能置业股份有限公司,1997-01-30
600792,云煤能源,云南煤业能源股份有限公司,1997-01-23
600793,宜宾纸业,宜宾纸业股份有限公司,1997-02-20
600794,保税科技,张家港保税科技(集团)股份有限公司,1997-03-06
600795,国电电力,国电电力发展股份有限公司,1997-03-18
600796,钱江生化,浙江钱江生物化学股份有限公司,1997-04-08
600797,浙大网新,浙大网新科技股份有限公司,1997-04-18
600798,宁波海运,宁波海运股份有限公司,1997-04-23
600800,渤海化学,天津渤海化学股份有限公司,1993-12-06
600801,华新水泥,华新水泥股份有限公司,1994-01-03
600802,福建水泥,福建水泥股份有限公司,1994-01-03
600803,新奥股份,新奥天然气股份有限公司,1994-01-03
600804,ST鹏博士,鹏博士电信传媒集团股份有限公司,1994-01-03
600805,悦达投资,江苏悦达投资股份有限公司,1994-01-03
600807,济南高新,济南高新发展股份有限公司,1994-01-03
600808,马钢股份,马鞍山钢铁股份有限公司,1994-01-06
600809,XD山西汾,山西杏花村汾酒厂股份有限公司,1994-01-06
600810,神马股份,神马实业股份有限公司,1994-01-06
600811,东方集团,东方集团股份有限公司,1994-01-06
600812,华北制药,华北制药股份有限公司,1994-01-14
600814,杭州解百,杭州解百集团股份有限公司,1994-01-14
600815,厦工股份,厦门厦工机械股份有限公司,1994-01-28
600816,ST安信,建元信托股份有限公司,1994-01-28
600817,宇通重工,宇通重工股份有限公司,1994-01-28
600818,中路股份,中路股份有限公司,1994-01-28
600819,耀皮玻璃,上海耀皮玻璃集团股份有限公司,1994-01-28
600820,隧道股份,上海隧道工程股份有限公司,1994-01-28
600821,金开新能,金开新能源股份有限公司,1994-01-28
600822,上海物贸,上海物资贸易股份有限公司,1994-02-04
600823,ST世茂,上海世茂股份有限公司,1994-02-04
600824,益民集团,上海益民商业集团股份有限公司,1994-02-04
600825,新华传媒,上海新华传媒股份有限公司,1994-02-04
600826,兰生股份,东浩兰生会展集团股份有限公司,1994-02-04
600827,百联股份,上海百联集团股份有限公司,1994-02-04
600828,茂业商业,茂业商业股份有限公司,1994-02-24
600829,人民同泰,哈药集团人民同泰医药股份有限公司,1994-02-24
600830,香溢融通,香溢融通控股集团股份有限公司,1994-02-24
600831,广电网络,陕西广电网络传媒(集团)股份有限公司,1994-02-24
600833,第一医药,上海第一医药股份有限公司,1994-02-24
600834,申通地铁,上海申通地铁股份有限公司,1994-02-24
600835,上海机电,上海机电股份有限公司,1994-02-24
600836,上海易连,上海易连实业集团股份有限公司,1994-02-24
600837,海通证券,海通证券股份有限公司,1994-02-24
600838,上海九百,上海九百股份有限公司,1994-02-24
600839,四川长虹,四川长虹电器股份有限公司,1994-03-11
600841,动力新科,上海新动力汽车科技股份有限公司,1994-03-11
600843,上工申贝,上工申贝(集团)股份有限公司,1994-03-11
600844,丹化科技,丹化化工科技股份有限公司,1994-03-11
600845,宝信软件,上海宝信软件股份有限公司,1994-03-11
600846,同济科技,上海同济科技实业股份有限公司,1994-03-11
600847,万里股份,重庆万里新能源股份有限公司,1994-03-24
600848,上海临港,上海临港控股股份有限公司,1994-03-24
600850,电科数字,中电科数字技术股份有限公司,1994-03-24
600851,海欣股份,上海海欣集团股份有限公司,1994-04-04
600853,龙建股份,龙建路桥股份有限公司,1994-04-04
600854,春兰股份,江苏春兰制冷设备股份有限公司,1994-04-25
600855,航天长峰,北京航天长峰股份有限公司,1994-04-25
600857,宁波中百,宁波中百股份有限公司,1994-04-25
600858,银座股份,银座集团股份有限公司,1994-05-06
600859,王府井,王府井集团股份有限公司,1994-05-06
600860,京城股份,北京京城机电股份有限公司,1994-05-06
600861,北京人力,北京国际人力资本集团股份有限公司,1994-05-20
600862,中航高科,中航航空高科技股份有限公司,1994-05-20
600863,内蒙华电,内蒙古蒙电华能热电股份有限公司,1994-05-20
600864,哈投股份,哈尔滨哈投投资股份有限公司,1994-08-09
600865,百大集团,百大集团股份有限公司,1994-08-09
600866,星湖科技,广东肇庆星湖生物科技股份有限公司,1994-08-18
600867,通化东宝,通化东宝药业股份有限公司,1994-08-24
600868,梅雁吉祥,广东梅雁吉祥水电股份有限公司,1994-09-12
600869,远东股份,远东智慧能源股份有限公司,1995-02-06
600871,石化油服,中石化石油工程技术服务股份有限公司,1995-04-11
600872,中炬高新,中炬高新技术实业(集团)股份有限公司,1995-01-24
600873,梅花生物,梅花生物科技集团股份有限公司,1995-02-17
600874,创业环保,天津创业环保集团股份有限公司,1995-06-30
600875,东方电气,东方电气股份有限公司,1995-10-10
600876,凯盛新能,凯盛新能源股份有限公司,1995-10-31
600877,电科芯片,中电科芯片技术股份有限公司,1995-10-13
600879,航天电子,航天时代电子技术股份有限公司,1995-11-15
600880,博瑞传播,成都博瑞传播股份有限公司,1995-11-15
600881,亚泰集团,吉林亚泰(集团)股份有限公司,1995-11-15
600882,妙可蓝多,上海妙可蓝多食品科技股份有限公司,1995-12-06
600883,博闻科技,云南博闻科技实业股份有限公司,1995-12-08
600884,杉杉股份,宁波杉杉股份有限公司,1996-01-30
600885,宏发股份,宏发科技股份有限公司,1996-02-05
600886,国投电力,国投电力控股股份有限公司,1996-01-18
600887,伊利股份,内蒙古伊利实业集团股份有限公司,1996-03-12
600888,新疆众和,新疆众和股份有限公司,1996-02-15
600889,南京化纤,南京化纤股份有限公司,1996-03-08
600892,大晟文化,大晟时代文化投资股份有限公司,1996-03-15
600893,航发动力,中国航发动力股份有限公司,1996-04-08
600894,广日股份,广州广日股份有限公司,1996-03-28
600895,张江高科,上海张江高科技园区开发股份有限公司,1996-04-22
600897,厦门空港,元翔(厦门)国际航空港股份有限公司,1996-05-31
600898,ST美讯,国美通讯设备股份有限公司,1996-04-18
600900,长江电力,中国长江电力股份有限公司,2003-11-18
600901,江苏金租,江苏金融租赁股份有限公司,2018-03-01
600903,贵州燃气,贵州燃气集团股份有限公司,2017-11-07
600905,三峡能源,中国三峡新能源(集团)股份有限公司,2021-06-10
600906,财达证券,财达证券股份有限公司,2021-05-07
600908,无锡银行,无锡农村商业银行股份有限公司,2016-09-23
600909,华安证券,华安证券股份有限公司,2016-12-06
600916,中国黄金,中国黄金集团黄金珠宝股份有限公司,2021-02-05
600917,重庆燃气,重庆燃气集团股份有限公司,2014-09-30
600918,中泰证券,中泰证券股份有限公司,2020-06-03
600919,江苏银行,江苏银行股份有限公司,2016-08-02
600925,苏能股份,江苏徐矿能源股份有限公司,2023-03-29
600926,杭州银行,杭州银行股份有限公司,2016-10-27
600927,永安期货,永安期货股份有限公司,2021-12-23
600928,西安银行,西安银行股份有限公司,2019-03-01
600929,雪天盐业,雪天盐业集团股份有限公司,2018-03-26
600933,爱柯迪,爱柯迪股份有限公司,2017-11-17
600935,华塑股份,安徽华塑股份有限公司,2021-11-26
600936,广西广电,广西广播电视信息网络股份有限公司,2016-08-15
600938,中国海油,中国海洋石油有限公司,2022-04-21
600939,重庆建工,重庆建工集团股份有限公司,2017-02-21
600941,中国移动,中国移动有限公司,2022-01-05
600955,维远股份,利华益维远化学股份有限公司,2021-09-15
600956,新天绿能,新天绿色能源股份有限公司,2020-06-29
600958,东方证券,东方证券股份有限公司,2015-03-23
600959,江苏有线,江苏省广电有线信息网络股份有限公司,2015-04-28
600960,渤海汽车,渤海汽车系统股份有限公司,2004-04-07
600961,株冶集团,株洲冶炼集团股份有限公司,2004-08-30
600962,国投中鲁,国投中鲁果汁股份有限公司,2004-06-22
600963,岳阳林纸,岳阳林纸股份有限公司,2004-05-25
600965,福成股份,河北福成五丰食品股份有限公司,2004-07-13
600966,博汇纸业,山东博汇纸业股份有限公司,2004-06-08
600967,内蒙一机,内蒙古第一机械集团股份有限公司,2004-05-18
600968,海油发展,中海油能源发展股份有限公司,2019-06-26
600969,郴电国际,湖南郴电国际发展股份有限公司,2004-04-08
600970,中材国际,中国中材国际工程股份有限公司,2005-04-12
600971,恒源煤电,安徽恒源煤电股份有限公司,2004-08-17
600973,宝胜股份,宝胜科技创新股份有限公司,2004-08-02
600975,新五丰,湖南新五丰股份有限公司,2004-06-09
600976,健民集团,健民药业集团股份有限公司,2004-04-19
600977,中国电影,中国电影股份有限公司,2016-08-09
600979,广安爱众,四川广安爱众股份有限公司,2004-09-06
600980,北矿科技,北矿科技股份有限公司,2004-05-12
600981,汇鸿集团,江苏汇鸿国际集团股份有限公司,2004-06-30
600982,宁波能源,宁波能源集团股份有限公司,2004-07-06
600983,惠而浦,惠而浦(中国)股份有限公司,2004-07-27
600984,建设机械,陕西建设机械股份有限公司,2004-07-07
600985,淮北矿业,淮北矿业控股股份有限公司,2004-04-28
600986,浙文互联,浙文互联集团股份有限公司,2004-04-26
600987,航民股份,浙江航民股份有限公司,2004-08-09
600988,赤峰黄金,赤峰吉隆黄金矿业股份有限公司,2004-04-14
600989,宝丰能源,宁夏宝丰能源集团股份有限公司,2019-05-16
600990,四创电子,四创电子股份有限公司,2004-05-10
600992,贵绳股份,贵州钢绳股份有限公司,2004-05-14
600993,马应龙,马应龙药业集团股份有限公司,2004-05-17
600995,南网储能,南方电网储能股份有限公司,2004-06-15
600996,贵广网络,贵州省广播电视信息网络股份有限公司,2016-12-26
600997,开滦股份,开滦能源化工股份有限公司,2004-06-02
600998,九州通,九州通医药集团股份有限公司,2010-11-02
600999,招商证券,招商证券股份有限公司,2009-11-17
601000,唐山港,唐山港集团股份有限公司,2010-07-05
601001,晋控煤业,晋能控股山西煤业股份有限公司,2006-06-23
601002,晋亿实业,晋亿实业股份有限公司,2007-01-26
601003,柳钢股份,柳州钢铁股份有限公司,2007-02-27
601005,重庆钢铁,重庆钢铁股份有限公司,2007-02-28
601006,大秦铁路,大秦铁路股份有限公司,2006-08-01
601007,金陵饭店,金陵饭店股份有限公司,2007-04-06
601008,连云港,江苏连云港港口股份有限公司,2007-04-26
601009,南京银行,南京银行股份有限公司,2007-07-19
601010,文峰股份,文峰大世界连锁发展股份有限公司,2011-06-03
601011,宝泰隆,宝泰隆新材料股份有限公司,2011-03-09
601012,隆基绿能,隆基绿能科技股份有限公司,2012-04-11
601015,陕西黑猫,陕西黑猫焦化股份有限公司,2014-11-05
601016,节能风电,中节能风力发电股份有限公司,2014-09-29
601018,宁波港,宁波舟山港股份有限公司,2010-09-28
601019,山东出版,山东出版传媒股份有限公司,2017-11-22
601020,华钰矿业,西藏华钰矿业股份有限公司,2016-03-16
601021,春秋航空,春秋航空股份有限公司,2015-01-21
601022,宁波远洋,宁波远洋运输股份有限公司,2022-12-08
601028,玉龙股份,山东玉龙黄金股份有限公司,2011-11-07
601038,一拖股份,第一拖拉机股份有限公司,2012-08-08
601058,赛轮轮胎,赛轮集团股份有限公司,2011-06-30
601059,信达证券,信达证券股份有限公司,2023-02-01
601061,中信金属,中信金属股份有限公司,2023-04-10
601065,江盐集团,江西省盐业集团股份有限公司,2023-04-10
601066,中信建投,中信建投证券股份有限公司,2018-06-20
601068,中铝国际,中铝国际工程股份有限公司,2018-08-31
601069,西部黄金,西部黄金股份有限公司,2015-01-22
601077,渝农商行,重庆农村商业银行股份有限公司,2019-10-29
601086,国芳集团,甘肃国芳工贸(集团)股份有限公司,2017-09-29
601088,中国神华,中国神华能源股份有限公司,2007-10-09
601089,福元医药,北京福元医药股份有限公司,2022-06-30
601098,中南传媒,中南出版传媒集团股份有限公司,2010-10-28
601099,太平洋,太平洋证券股份有限公司,2007-12-28
601100,恒立液压,江苏恒立液压股份有限公司,2011-10-28
601101,昊华能源,北京昊华能源股份有限公司,2010-03-31
601106,中国一重,中国第一重型机械股份公司,2010-02-09
601107,四川成渝,四川成渝高速公路股份有限公司,2009-07-27
601108,财通证券,财通证券股份有限公司,2017-10-24
601111,中国国航,中国国际航空股份有限公司,2006-08-18
601113,华鼎股份,义乌华鼎锦纶股份有限公司,2011-05-09
601116,三江购物,三江购物俱乐部股份有限公司,2011-03-02
601117,中国化学,中国化学工程股份有限公司,2010-01-07
601118,海南橡胶,海南天然橡胶产业集团股份有限公司,2011-01-07
601121,宝地矿业,新疆宝地矿业股份有限公司,2023-03-10
601126,四方股份,北京四方继保自动化股份有限公司,2010-12-31
601127,赛力斯,赛力斯集团股份有限公司,2016-06-15
601128,常熟银行,江苏常熟农村商业银行股份有限公司,2016-09-30
601133,柏诚股份,柏诚系统科技股份有限公司,2023-04-10
601136,首创证券,首创证券股份有限公司,2022-12-22
601137,博威合金,宁波博威合金材料股份有限公司,2011-01-27
601138,工业富联,富士康工业互联网股份有限公司,2018-06-08
601139,深圳燃气,深圳市燃气集团股份有限公司,2009-12-25
601155,新城控股,新城控股集团股份有限公司,2015-12-04
601156,东航物流,东方航空物流股份有限公司,2021-06-09
601158,重庆水务,重庆水务集团股份有限公司,2010-03-29
601162,天风证券,天风证券股份有限公司,2018-10-19
601163,三角轮胎,三角轮胎股份有限公司,2016-09-09
601166,兴业银行,兴业银行股份有限公司,2007-02-05
601168,西部矿业,西部矿业股份有限公司,2007-07-12
