证券代码,证券简称,公司全称,上市日期
603366,日出东方,日出东方控股股份有限公司,2012-05-21
603367,辰欣药业,辰欣药业股份有限公司,2017-09-29
603368,柳药集团,广西柳药集团股份有限公司,2014-12-04
603369,今世缘,江苏今世缘酒业股份有限公司,2014-07-03
603377,东方时尚,东方时尚驾驶学校股份有限公司,2016-02-05
603378,亚士创能,亚士创能科技(上海)股份有限公司,2017-09-28
603379,三美股份,浙江三美化工股份有限公司,2019-04-02
603380,易德龙,苏州易德龙科技股份有限公司,2017-06-22
603383,顶点软件,福建顶点软件股份有限公司,2017-05-22
603385,惠达卫浴,惠达卫浴股份有限公司,2017-04-05
603386,骏亚科技,广东骏亚电子科技股份有限公司,2017-09-12
603387,基蛋生物,基蛋生物科技股份有限公司,2017-07-17
603388,元成股份,元成环境股份有限公司,2017-03-24
603389,亚振家居,亚振家居股份有限公司,2016-12-15
603390,通达电气,广州通达汽车电气股份有限公司,2019-11-25
603392,万泰生物,北京万泰生物药业股份有限公司,2020-04-29
603393,新天然气,新疆鑫泰天然气股份有限公司,2016-09-12
603396,金辰股份,营口金辰机械股份有限公司,2017-10-18
603398,沐邦高科,江西沐邦高科股份有限公司,2015-12-09
603399,吉翔股份,锦州永杉锂业股份有限公司,2012-08-24
603408,建霖家居,厦门建霖健康家居股份有限公司,2020-07-30
603416,信捷电气,无锡信捷电气股份有限公司,2016-12-21
603421,鼎信通讯,青岛鼎信通讯股份有限公司,2016-10-11
603429,集友股份,安徽集友新材料股份有限公司,2017-01-24
603439,贵州三力,贵州三力制药股份有限公司,2020-04-28
603444,吉比特,厦门吉比特网络技术股份有限公司,2017-01-04
603456,九洲药业,浙江九洲药业股份有限公司,2014-10-10
603458,勘设股份,贵州省交通规划勘察设计研究院股份有限公司,2017-08-09
603466,风语筑,上海风语筑文化科技股份有限公司,2017-10-20
603477,巨星农牧,乐山巨星农牧股份有限公司,2017-12-18
603486,科沃斯,科沃斯机器人股份有限公司,2018-05-28
603488,展鹏科技,展鹏科技股份有限公司,2017-05-16
603489,八方股份,八方电气(苏州)股份有限公司,2019-11-11
603496,恒为科技,恒为科技(上海)股份有限公司,2017-06-07
603499,翔港科技,上海翔港包装科技股份有限公司,2017-10-16
603500,祥和实业,浙江天台祥和实业股份有限公司,2017-09-04
603501,韦尔股份,上海韦尔半导体股份有限公司,2017-05-04
603505,金石资源,金石资源集团股份有限公司,2017-05-03
603506,南都物业,南都物业服务集团股份有限公司,2018-02-01
603507,振江股份,江苏振江新能源装备股份有限公司,2017-11-06
603508,思维列控,河南思维自动化设备股份有限公司,2015-12-24
603511,爱慕股份,爱慕股份有限公司,2021-05-31
603515,欧普照明,欧普照明股份有限公司,2016-08-19
603516,淳中科技,北京淳中科技股份有限公司,2018-02-02
603517,绝味食品,绝味食品股份有限公司,2017-03-17
603518,锦泓集团,锦泓时装集团股份有限公司,2014-12-03
603519,立霸股份,江苏立霸实业股份有限公司,2015-03-19
603520,司太立,浙江司太立制药股份有限公司,2016-03-09
603527,众源新材,安徽众源新材料股份有限公司,2017-09-07
603528,多伦科技,多伦科技股份有限公司,2016-05-03
603529,爱玛科技,爱玛科技集团股份有限公司,2021-06-15
603530,神马电力,江苏神马电力股份有限公司,2019-08-05
603533,掌阅科技,掌阅科技股份有限公司,2017-09-21
603535,嘉诚国际,广州市嘉诚国际物流股份有限公司,2017-08-08
603536,惠发食品,山东惠发食品股份有限公司,2017-06-13
603538,美诺华,宁波美诺华药业股份有限公司,2017-04-07
603551,奥普家居,奥普家居股份有限公司,2020-01-15
603555,ST贵人,贵人鸟股份有限公司,2014-01-24
603556,海兴电力,杭州海兴电力科技股份有限公司,2016-11-10
603557,ST起步,起步股份有限公司,2017-08-18
603558,健盛集团,浙江健盛集团股份有限公司,2015-01-27
603559,ST通脉,中通国脉通信股份有限公司,2016-12-02
603565,中谷物流,上海中谷物流股份有限公司,2020-09-25
603566,普莱柯,普莱柯生物工程股份有限公司,2015-05-18
603567,珍宝岛,黑龙江珍宝岛药业股份有限公司,2015-04-24
603568,伟明环保,浙江伟明环保股份有限公司,2015-05-28
603569,长久物流,北京长久物流股份有限公司,2016-08-10
603577,汇金通,青岛汇金通电力设备股份有限公司,2016-12-22
603578,三星新材,浙江三星新材股份有限公司,2017-03-06
603579,荣泰健康,上海荣泰健康科技股份有限公司,2017-01-11
603580,艾艾精工,艾艾精密工业输送系统(上海)股份有限公司,2017-05-25
603583,捷昌驱动,浙江捷昌线性驱动科技股份有限公司,2018-09-21
603585,苏利股份,江苏苏利精细化工股份有限公司,2016-12-14
603586,金麒麟,山东金麒麟股份有限公司,2017-04-06
603587,地素时尚,地素时尚股份有限公司,2018-06-22
603588,高能环境,北京高能时代环境技术股份有限公司,2014-12-29
603589,口子窖,安徽口子酒业股份有限公司,2015-06-29
603590,康辰药业,北京康辰药业股份有限公司,2018-08-27
603595,东尼电子,浙江东尼电子股份有限公司,2017-07-12
603596,伯特利,芜湖伯特利汽车安全系统股份有限公司,2018-04-27
603598,引力传媒,引力传媒股份有限公司,2015-05-27
603599,广信股份,安徽广信农化股份有限公司,2015-05-13
603600,永艺股份,永艺家具股份有限公司,2015-01-23
603601,再升科技,重庆再升科技股份有限公司,2015-01-22
603602,纵横通信,杭州纵横通信股份有限公司,2017-08-10
603603,*ST博天,博天环境集团股份有限公司,2017-02-17
603605,珀莱雅,珀莱雅化妆品股份有限公司,2017-11-15
603606,东方电缆,宁波东方电缆股份有限公司,2014-10-15
603607,京华激光,浙江京华激光科技股份有限公司,2017-10-25
603608,天创时尚,天创时尚股份有限公司,2016-02-18
603609,禾丰股份,禾丰食品股份有限公司,2014-08-08
603610,麒盛科技,麒盛科技股份有限公司,2019-10-29
603611,诺力股份,诺力智能装备股份有限公司,2015-01-28
603612,索通发展,索通发展股份有限公司,2017-07-18
603613,国联股份,北京国联视讯信息技术股份有限公司,2019-07-30
603615,茶花股份,茶花现代家居用品股份有限公司,2017-02-13
603616,韩建河山,北京韩建河山管业股份有限公司,2015-06-11
603617,君禾股份,君禾泵业股份有限公司,2017-07-03
603618,杭电股份,杭州电缆股份有限公司,2015-02-17
603619,中曼石油,中曼石油天然气集团股份有限公司,2017-11-17
603626,科森科技,昆山科森科技股份有限公司,2017-02-09
603628,XD清源股,清源科技股份有限公司,2017-01-12
603629,利通电子,江苏利通电子股份有限公司,2018-12-24
603630,拉芳家化,拉芳家化股份有限公司,2017-03-13
603633,徕木股份,上海徕木电子股份有限公司,2016-11-17
603636,南威软件,南威软件股份有限公司,2014-12-30
603637,镇海股份,镇海石化工程股份有限公司,2017-02-08
603638,艾迪精密,烟台艾迪精密机械股份有限公司,2017-01-20
603639,海利尔,海利尔药业集团股份有限公司,2017-01-12
603648,畅联股份,上海畅联国际物流股份有限公司,2017-09-13
603650,彤程新材,彤程新材料集团股份有限公司,2018-06-27
603655,朗博科技,常州朗博密封科技股份有限公司,2017-12-29
603656,泰禾智能,合肥泰禾智能科技集团股份有限公司,2017-03-21
603657,春光科技,金华春光橡塑科技股份有限公司,2018-07-30
603658,安图生物,郑州安图生物工程股份有限公司,2016-09-01
603659,璞泰来,上海璞泰来新能源科技股份有限公司,2017-11-03
603660,苏州科达,苏州科达科技股份有限公司,2016-12-01
603661,恒林股份,恒林家居股份有限公司,2017-11-21
603662,柯力传感,宁波柯力传感科技股份有限公司,2019-08-06
603663,三祥新材,三祥新材股份有限公司,2016-08-01
603665,康隆达,浙江康隆达特种防护科技股份有限公司,2017-03-13
603666,亿嘉和,亿嘉和科技股份有限公司,2018-06-12
603667,五洲新春,浙江五洲新春集团股份有限公司,2016-10-25
603668,天马科技,福建天马科技集团股份有限公司,2017-01-17
603669,灵康药业,灵康药业集团股份有限公司,2015-05-28
603676,卫信康,西藏卫信康医药股份有限公司,2017-07-21
603677,奇精机械,奇精机械股份有限公司,2017-02-06
603678,火炬电子,福建火炬电子科技股份有限公司,2015-01-26
603679,华体科技,四川华体照明科技股份有限公司,2017-06-21
603680,今创集团,今创集团股份有限公司,2018-02-27
603681,永冠新材,上海永冠众诚新材料科技(集团)股份有限公司,2019-03-26
603682,锦和商管,上海锦和商业经营管理股份有限公司,2020-04-21
603683,晶华新材,上海晶华胶粘新材料股份有限公司,2017-10-20
603685,晨丰科技,浙江晨丰科技股份有限公司,2017-11-27
603686,福龙马,福龙马集团股份有限公司,2015-01-26
603687,大胜达,浙江大胜达包装股份有限公司,2019-07-26
603688,石英股份,江苏太平洋石英股份有限公司,2014-10-31
603689,皖天然气,安徽省天然气开发股份有限公司,2017-01-10
603690,至纯科技,上海至纯洁净系统科技股份有限公司,2017-01-13
603693,江苏新能,江苏省新能源开发股份有限公司,2018-07-03
603696,安记食品,安记食品股份有限公司,2015-12-09
603697,有友食品,有友食品股份有限公司,2019-05-08
603698,航天工程,航天长征化学工程股份有限公司,2015-01-28
603699,纽威股份,苏州纽威阀门股份有限公司,2014-01-17
603700,XD宁水集,宁波水表(集团)股份有限公司,2019-01-22
603701,德宏股份,浙江德宏汽车电子电器股份有限公司,2016-04-12
603703,盛洋科技,浙江盛洋科技股份有限公司,2015-04-23
603706,东方环宇,新疆东方环宇燃气股份有限公司,2018-07-09
603707,健友股份,南京健友生化制药股份有限公司,2017-07-19
603708,家家悦,家家悦集团股份有限公司,2016-12-13
603709,中源家居,中源家居股份有限公司,2018-02-08
603711,香飘飘,香飘飘食品股份有限公司,2017-11-30
603712,七一二,天津七一二通信广播股份有限公司,2018-02-26
603713,密尔克卫,密尔克卫化工供应链服务股份有限公司,2018-07-13
603716,塞力医疗,塞力斯医疗科技集团股份有限公司,2016-10-31
603717,天域生态,天域生态环境股份有限公司,2017-03-27
603718,海利生物,上海海利生物技术股份有限公司,2015-05-15
603719,良品铺子,良品铺子股份有限公司,2020-02-24
603721,中广天择,中广天择传媒股份有限公司,2017-08-11
603722,阿科力,无锡阿科力科技股份有限公司,2017-10-25
603725,天安新材,广东天安新材料股份有限公司,2017-09-06
603726,朗迪集团,浙江朗迪集团股份有限公司,2016-04-21
603727,博迈科,博迈科海洋工程股份有限公司,2016-11-22
603728,鸣志电器,上海鸣志电器股份有限公司,2017-05-09
603729,龙韵股份,上海龙韵文创科技集团股份有限公司,2015-03-24
603730,岱美股份,上海岱美汽车内饰件股份有限公司,2017-07-28
603733,仙鹤股份,仙鹤股份有限公司,2018-04-20
603737,三棵树,三棵树涂料股份有限公司,2016-06-03
603738,泰晶科技,泰晶科技股份有限公司,2016-09-28
603739,蔚蓝生物,青岛蔚蓝生物股份有限公司,2019-01-16
603755,日辰股份,青岛日辰食品股份有限公司,2019-08-28
603757,大元泵业,浙江大元泵业股份有限公司,2017-07-11
603758,秦安股份,重庆秦安机电股份有限公司,2017-05-17
603759,海天股份,海天水务集团股份公司,2021-03-26
603766,隆鑫通用,隆鑫通用动力股份有限公司,2012-08-10
603767,中马传动,浙江中马传动股份有限公司,2017-06-13
603768,常青股份,合肥常青机械股份有限公司,2017-03-24
603773,沃格光电,江西沃格光电股份有限公司,2018-04-17
603776,永安行,永安行科技股份有限公司,2017-08-17
603777,来伊份,上海来伊份股份有限公司,2016-10-12
603778,乾景园林,北京乾景园林股份有限公司,2015-12-31
603779,威龙股份,威龙葡萄酒股份有限公司,2016-05-16
603786,科博达,科博达技术股份有限公司,2019-10-15
603787,新日股份,江苏新日电动车股份有限公司,2017-04-27
603788,宁波高发,宁波高发汽车控制系统股份有限公司,2015-01-20
603789,星光农机,星光农机股份有限公司,2015-04-27
603790,雅运股份,上海雅运纺织化工股份有限公司,2018-09-12
603797,联泰环保,广东联泰环保股份有限公司,2017-04-13
603798,康普顿,青岛康普顿科技股份有限公司,2016-04-06
603799,华友钴业,浙江华友钴业股份有限公司,2015-01-29
603800,道森股份,苏州道森钻采设备股份有限公司,2015-12-10
603801,志邦家居,志邦家居股份有限公司,2017-06-30
603803,瑞斯康达,瑞斯康达科技发展股份有限公司,2017-04-20
603806,福斯特,杭州福斯特应用材料股份有限公司,2014-09-05
603808,歌力思,深圳歌力思服饰股份有限公司,2015-04-22
603809,豪能股份,成都豪能科技股份有限公司,2017-11-28
603810,丰山集团,江苏丰山集团股份有限公司,2018-09-17
603811,诚意药业,浙江诚意药业股份有限公司,2017-03-15
603813,原尚股份,广东原尚物流股份有限公司,2017-09-18
603815,交建股份,安徽省交通建设股份有限公司,2019-10-21
603816,顾家家居,顾家家居股份有限公司,2016-10-14
603817,海峡环保,福建海峡环保集团股份有限公司,2017-02-20
603818,曲美家居,曲美家居集团股份有限公司,2015-04-22
603819,神力股份,常州神力电机股份有限公司,2016-11-25
603822,嘉澳环保,浙江嘉澳环保科技股份有限公司,2016-04-28
603823,DR百合花,百合花集团股份有限公司,2016-12-20
603825,华扬联众,华扬联众数字技术股份有限公司,2017-08-02
603826,坤彩科技,福建坤彩材料科技股份有限公司,2017-04-14
603828,柯利达,苏州柯利达装饰股份有限公司,2015-02-26
603829,洛凯股份,江苏洛凯机电股份有限公司,2017-10-17
603833,欧派家居,欧派家居集团股份有限公司,2017-03-28
603836,海程邦达,海程邦达供应链管理股份有限公司,2021-05-26
603838,四通股份,广东四通集团股份有限公司,2015-07-01
603839,安正时尚,安正时尚集团股份有限公司,2017-02-14
603843,正平股份,正平路桥建设股份有限公司,2016-09-05
603848,好太太,广东好太太科技集团股份有限公司,2017-12-01
603855,华荣股份,华荣科技股份有限公司,2017-05-24
603856,东宏股份,山东东宏管业股份有限公司,2017-11-06
603858,步长制药,山东步长制药股份有限公司,2016-11-18
603859,能科科技,能科科技股份有限公司,2016-10-21
603860,中公高科,中公高科养护科技股份有限公司,2017-08-02
603861,白云电器,广州白云电器设备股份有限公司,2016-03-22
603863,松炀资源,广东松炀再生资源股份有限公司,2019-06-21
603866,桃李面包,桃李面包股份有限公司,2015-12-22
603867,新化股份,浙江新化化工股份有限公司,2019-06-27
603868,飞科电器,上海飞科电器股份有限公司,2016-04-18
603869,新智认知,新智认知数字科技股份有限公司,2015-03-26
603871,嘉友国际,嘉友国际物流股份有限公司,2018-02-06
603876,鼎胜新材,江苏鼎胜新能源材料股份有限公司,2018-04-18
603877,太平鸟,宁波太平鸟时尚服饰股份有限公司,2017-01-09
603878,武进不锈,江苏武进不锈股份有限公司,2016-12-19
603879,永悦科技,永悦科技股份有限公司,2017-06-14
603880,ST南卫,江苏南方卫材医药股份有限公司,2017-08-07
603881,数据港,上海数据港股份有限公司,2017-02-08
603882,金域医学,广州金域医学检验集团股份有限公司,2017-09-08
603883,老百姓,老百姓大药房连锁股份有限公司,2015-04-23
603885,吉祥航空,上海吉祥航空股份有限公司,2015-05-27
603886,元祖股份,上海元祖梦果子股份有限公司,2016-12-28
603887,城地香江,上海城地香江数据科技股份有限公司,2016-10-10
603888,新华网,新华网股份有限公司,2016-10-28
603889,新澳股份,浙江新澳纺织股份有限公司,2014-12-31
603890,春秋电子,苏州春秋电子科技股份有限公司,2017-12-12
603893,瑞芯微,瑞芯微电子股份有限公司,2020-02-07
603895,天永智能,上海天永智能装备股份有限公司,2018-01-22
603896,寿仙谷,浙江寿仙谷医药股份有限公司,2017-05-10
603897,长城科技,浙江长城电工科技股份有限公司,2018-04-10
603898,好莱客,广州好莱客创意家居股份有限公司,2015-02-17
603899,晨光股份,上海晨光文具股份有限公司,2015-01-27
603900,莱绅通灵,莱绅通灵珠宝股份有限公司,2016-11-23
603901,永创智能,杭州永创智能设备股份有限公司,2015-05-29
603903,中持股份,中持水务股份有限公司,2017-03-14
603906,龙蟠科技,江苏龙蟠科技股份有限公司,2017-04-10
603908,牧高笛,牧高笛户外用品股份有限公司,2017-03-07
603909,建发合诚,建发合诚工程咨询股份有限公司,2016-06-28
603912,佳力图,南京佳力图机房环境技术股份有限公司,2017-11-01
603915,国茂股份,江苏国茂减速机股份有限公司,2019-06-14
603916,苏博特,江苏苏博特新材料股份有限公司,2017-11-10
603917,合力科技,宁波合力科技股份有限公司,2017-12-04
603918,金桥信息,上海金桥信息股份有限公司,2015-05-28
603919,金徽酒,金徽酒股份有限公司,2016-03-10
603920,世运电路,广东世运电路科技股份有限公司,2017-04-26
603922,金鸿顺,苏州金鸿顺汽车部件股份有限公司,2017-10-23
603926,铁流股份,浙江铁流离合器股份有限公司,2017-05-10
603927,中科软,中科软科技股份有限公司,2019-09-09
603928,兴业股份,苏州兴业材料科技股份有限公司,2016-12-12
603929,亚翔集成,亚翔系统集成科技(苏州)股份有限公司,2016-12-30
603931,格林达,杭州格林达电子材料股份有限公司,2020-08-19
603933,睿能科技,福建睿能科技股份有限公司,2017-07-06
603936,博敏电子,博敏电子股份有限公司,2015-12-09
603937,丽岛新材,江苏丽岛新材料股份有限公司,2017-11-02
603938,三孚股份,唐山三孚硅业股份有限公司,2017-06-28
603939,益丰药房,益丰大药房连锁股份有限公司,2015-02-17
603948,建业股份,浙江建业化工股份有限公司,2020-03-02
603949,雪龙集团,雪龙集团股份有限公司,2020-03-10
603950,长源东谷,襄阳长源东谷实业股份有限公司,2020-05-26
603955,大千生态,大千生态环境集团股份有限公司,2017-03-10
603956,威派格,上海威派格智慧水务股份有限公司,2019-02-22
603958,哈森股份,哈森商贸(中国)股份有限公司,2016-06-29
603959,百利科技,湖南百利工程科技股份有限公司,2016-05-17
603960,克来机电,上海克来机电自动化工程股份有限公司,2017-03-14
603963,大理药业,大理药业股份有限公司,2017-09-22
603966,法兰泰克,法兰泰克重工股份有限公司,2017-01-25
603967,中创物流,中创物流股份有限公司,2019-04-29
603968,醋化股份,南通醋酸化工股份有限公司,2015-05-18
603969,银龙股份,天津银龙预应力材料股份有限公司,2015-02-27
603970,中农立华,中农立华生物科技股份有限公司,2017-11-16
603976,正川股份,重庆正川医药包装材料股份有限公司,2017-08-22
603977,国泰集团,江西国泰集团股份有限公司,2016-11-11
603978,深圳新星,深圳市新星轻合金材料股份有限公司,2017-08-07
603979,金诚信,金诚信矿业管理股份有限公司,2015-06-30
603980,吉华集团,浙江吉华集团股份有限公司,2017-06-15
603982,泉峰汽车,南京泉峰汽车精密技术股份有限公司,2019-05-22
603983,丸美股份,广东丸美生物技术股份有限公司,2019-07-25
603985,恒润股份,江阴市恒润重工股份有限公司,2017-05-05
603986,兆易创新,兆易创新科技集团股份有限公司,2016-08-18
603987,康德莱,上海康德莱企业发展集团股份有限公司,2016-11-21
603988,中电电机,中电电机股份有限公司,2014-11-04
603989,艾华集团,湖南艾华集团股份有限公司,2015-05-15
603990,麦迪科技,苏州麦迪斯顿医疗科技股份有限公司,2016-12-08
603991,至正股份,深圳至正高分子材料股份有限公司,2017-03-08
603992,松霖科技,厦门松霖科技股份有限公司,2019-08-26
603993,洛阳钼业,洛阳栾川钼业集团股份有限公司,2012-10-09
603995,甬金股份,浙江甬金金属科技股份有限公司,2019-12-24
603997,继峰股份,宁波继峰汽车零部件股份有限公司,2015-03-02
603998,方盛制药,湖南方盛制药股份有限公司,2014-12-05
603999,读者传媒,读者出版传媒股份有限公司,2015-12-10
605001,威奥股份,青岛威奥轨道股份有限公司,2020-05-22
605003,众望布艺,众望布艺股份有限公司,2020-09-08
605005,合兴股份,合兴汽车电子股份有限公司,2021-01-19
605006,山东玻纤,山东玻纤集团股份有限公司,2020-09-03
605007,五洲特纸,五洲特种纸业集团股份有限公司,2020-11-10
605008,长鸿高科,宁波长鸿高分子科技股份有限公司,2020-08-21
605009,豪悦护理,杭州豪悦护理用品股份有限公司,2020-09-11
605011,杭州热电,杭州热电集团股份有限公司,2021-06-30
605016,百龙创园,山东百龙创园生物科技股份有限公司,2021-04-21
605018,长华集团,长华控股集团股份有限公司,2020-09-29
605020,永和股份,浙江永和制冷股份有限公司,2021-07-09
605028,世茂能源,宁波世茂能源股份有限公司,2021-07-12
605033,美邦股份,陕西美邦药业集团股份有限公司,2021-09-16
605050,福然德,福然德股份有限公司,2020-09-24
605055,迎丰股份,浙江迎丰科技股份有限公司,2021-01-29
605056,咸亨国际,咸亨国际科技股份有限公司,2021-07-20
605058,澳弘电子,常州澳弘电子股份有限公司,2020-10-21
605060,联德股份,杭州联德精密机械股份有限公司,2021-03-01
605066,天正电气,浙江天正电气股份有限公司,2020-08-07
605068,明新旭腾,明新旭腾新材料股份有限公司,2020-11-23
605069,正和生态,北京正和恒基滨水生态环境治理股份有限公司,2021-08-16
605077,华康股份,浙江华康药业股份有限公司,2021-02-09
605080,浙江自然,浙江大自然户外用品股份有限公司,2021-05-06
605081,太和水,上海太和水科技发展股份有限公司,2021-02-09
605086,龙高股份,龙岩高岭土股份有限公司,2021-04-16
605088,冠盛股份,温州市冠盛汽车零部件集团股份有限公司,2020-08-17
605089,味知香,苏州市味知香食品股份有限公司,2021-04-27
605090,九丰能源,江西九丰能源股份有限公司,2021-05-25
605098,行动教育,上海行动教育科技股份有限公司,2021-04-21
605099,共创草坪,江苏共创人造草坪股份有限公司,2020-09-30
605100,华丰股份,华丰动力股份有限公司,2020-08-11
605108,同庆楼,同庆楼餐饮股份有限公司,2020-07-16
605111,新洁能,无锡新洁能股份有限公司,2020-09-28
605116,奥锐特,奥锐特药业股份有限公司,2020-09-21
605117,德业股份,宁波德业科技股份有限公司,2021-04-20
605118,力鼎光电,厦门力鼎光电股份有限公司,2020-07-30
605122,四方新材,重庆四方新材股份有限公司,2021-03-10
605123,派克新材,无锡派克新材料科技股份有限公司,2020-08-25
605128,上海沿浦,上海沿浦金属制品股份有限公司,2020-09-15
605133,嵘泰股份,江苏嵘泰工业股份有限公司,2021-02-24
605136,丽人丽妆,上海丽人丽妆化妆品股份有限公司,2020-09-29
605138,盛泰集团,浙江盛泰服装集团股份有限公司,2021-10-27
605151,西上海,西上海汽车服务股份有限公司,2020-12-15
605155,西大门,浙江西大门新材料股份有限公司,2020-12-31
605158,华达新材,浙江华达新型材料股份有限公司,2020-08-05
605162,新中港,浙江新中港热电股份有限公司,2021-07-07
605166,聚合顺,杭州聚合顺新材料股份有限公司,2020-06-18
605167,利柏特,江苏利柏特股份有限公司,2021-07-26
605168,三人行,三人行传媒集团股份有限公司,2020-05-28
605169,洪通燃气,新疆洪通燃气股份有限公司,2020-10-30
605177,东亚药业,浙江东亚药业股份有限公司,2020-11-25
605178,时空科技,北京新时空科技股份有限公司,2020-08-21
605179,一鸣食品,浙江一鸣食品股份有限公司,2020-12-28
605180,华生科技,浙江华生科技股份有限公司,2021-04-30
605183,确成股份,确成硅化学股份有限公司,2020-12-07
605186,健麾信息,上海健麾信息技术股份有限公司,2020-12-22
605188,国光连锁,江西国光商业连锁股份有限公司,2020-07-28
605189,富春染织,芜湖富春染织股份有限公司,2021-05-28
605196,华通线缆,河北华通线缆集团股份有限公司,2021-05-11
605198,安德利,烟台北方安德利果汁股份有限公司,2020-09-18
605199,葫芦娃,海南葫芦娃药业集团股份有限公司,2020-07-10
605208,永茂泰,上海永茂泰汽车科技股份有限公司,2021-03-08
605218,伟时电子,伟时电子股份有限公司,2020-09-28
605222,起帆电缆,上海起帆电缆股份有限公司,2020-07-31
605228,神通科技,神通科技集团股份有限公司,2021-01-20
605255,天普股份,宁波市天普橡胶科技股份有限公司,2020-08-25
605258,协和电子,江苏协和电子股份有限公司,2020-12-03
605259,绿田机械,绿田机械股份有限公司,2021-06-15
605266,健之佳,健之佳医药连锁集团股份有限公司,2020-12-01
605268,王力安防,王力安防科技股份有限公司,2021-02-24
605277,新亚电子,新亚电子股份有限公司,2021-01-06
605286,同力日升,江苏同力日升机械股份有限公司,2021-03-22
605287,德才股份,德才装饰股份有限公司,2021-07-06
605288,凯迪股份,常州市凯迪电器股份有限公司,2020-06-01
605289,罗曼股份,上海罗曼照明科技股份有限公司,2021-04-26
605296,神农集团,云南神农农业产业集团股份有限公司,2021-05-28
605298,必得科技,江苏必得科技股份有限公司,2021-03-01
605299,舒华体育,舒华体育股份有限公司,2020-12-15
605300,佳禾食品,佳禾食品工业股份有限公司,2021-04-30
605303,园林股份,杭州市园林绿化股份有限公司,2021-03-01
605305,中际联合,中际联合(北京)科技股份有限公司,2021-05-06
605318,法狮龙,法狮龙家居建材股份有限公司,2020-08-03
605319,无锡振华,无锡市振华汽车部件股份有限公司,2021-06-07
605333,沪光股份,昆山沪光汽车电器股份有限公司,2020-08-18
605336,帅丰电器,浙江帅丰电器股份有限公司,2020-10-19
605337,李子园,浙江李子园食品股份有限公司,2021-02-08
605338,巴比食品,中饮巴比食品股份有限公司,2020-10-12
605339,南侨食品,南侨食品集团(上海)股份有限公司,2021-05-18
605358,立昂微,杭州立昂微电子股份有限公司,2020-09-11
605365,立达信,立达信物联科技股份有限公司,2021-07-20
605366,宏柏新材,江西宏柏新材料股份有限公司,2020-08-12
605368,蓝天燃气,河南蓝天燃气股份有限公司,2021-01-29
605369,拱东医疗,浙江拱东医疗器械股份有限公司,2020-09-16
605376,博迁新材,江苏博迁新材料股份有限公司,2020-12-08
605377,华旺科技,杭州华旺新材料科技股份有限公司,2020-12-28
605378,野马电池,浙江野马电池股份有限公司,2021-04-12
605388,均瑶健康,湖北均瑶大健康饮品股份有限公司,2020-08-18
605389,长龄液压,江苏长龄液压股份有限公司,2021-03-22
605398,新炬网络,上海新炬网络信息技术股份有限公司,2021-01-21
605399,晨光新材,江西晨光新材料股份有限公司,2020-08-04
605488,福莱新材,浙江福莱新材料股份有限公司,2021-05-13
605499,东鹏饮料,东鹏饮料(集团)股份有限公司,2021-05-27
605500,森林包装,森林包装集团股份有限公司,2020-12-22
605507,国邦医药,国邦医药集团股份有限公司,2021-08-02
605555,德昌股份,宁波德昌电机股份有限公司,2021-10-21
605566,福莱蒽特,杭州福莱蒽特股份有限公司,2021-10-25
605567,XD春雪食,春雪食品集团股份有限公司,2021-10-13
605577,龙版传媒,黑龙江出版传媒股份有限公司,2021-08-24
605580,恒盛能源,恒盛能源股份有限公司,2021-08-19
605588,冠石科技,南京冠石科技股份有限公司,2021-08-12
605589,圣泉集团,济南圣泉集团股份有限公司,2021-08-10
605598,上海港湾,上海港湾基础建设(集团)股份有限公司,2021-09-17
605599,菜百股份,北京菜市口百货股份有限公司,2021-09-09
